SKU_ID,Item_Cost,Item_Count,Total_Cost,Lead_Time,Shelf_Life,EOQ,Lead_Time_Variability,Seasonality,Warehouse_Location,Customer_Reviews,Historical_Sales_Data,Demand_Fluctuation,ABC_Classification
SKU0645,15.4,85,1223,4,60,70,medium,none,Banglore,3.7,80,decreasing,B
SKU0646,10.9,120,1333,5,30,40,medium,none,Delhi,4.1,60,decreasing,B
SKU0647,8.2,140,1358,6,180,80,medium,none,Mumbai,4.3,70,stable,C
SKU0648,20.4,65,1325,1,30,70,medium,none,Banglore,4,60,decreasing,C
SKU0649,13.5,95,1246,2,150,90,medium,none,Delhi,4.2,70,decreasing,C
SKU0650,6.9,155,1191,3,90,50,medium,none,Mumbai,3.9,60,stable,B
SKU0651,17.8,75,1280,4,30,60,low,none,Banglore,4.4,50,stable,C
SKU0652,11.1,110,1292,5,240,110,medium,none,Banglore,4.2,60,stable,A
SKU0653,9.7,130,1285,6,60,40,medium,none,Delhi,3.8,60,decreasing,A
SKU0654,18.9,70,1217,1,30,30,medium,none,Mumbai,4,50,increasing,C
SKU0655,12.8,95,1378,2,180,120,medium,seasonal,Delhi,4.3,70,increasing,C
SKU0656,7.5,145,1352,3,30,40,medium,none,Banglore,4.1,50,decreasing,B
SKU0657,15.2,80,1234,4,90,50,medium,none,Mumbai,4.3,80,decreasing,B
SKU0658,10.6,120,1302,5,210,90,medium,none,Banglore,4.2,80,decreasing,C
SKU0659,8.4,140,1224,6,30,60,medium,none,Delhi,3.9,70,decreasing,C
SKU0660,20,60,1300,1,150,100,medium,none,Mumbai,4,70,decreasing,A
SKU0661,13.2,100,1288,2,30,30,medium,none,Delhi,4.1,70,stable,C
SKU0662,6.3,160,1224,3,60,40,medium,none,Banglore,4.3,50,stable,B
SKU0663,18.5,70,1355,4,180,100,medium,none,Banglore,4.4,60,decreasing,C
SKU0664,11.3,110,1212,5,30,40,medium,none,Mumbai,4.2,70,decreasing,C
SKU0665,9.4,125,1298,6,210,90,medium,none,Banglore,4.1,80,increasing,A
SKU0666,19.8,65,1334,1,30,50,medium,none,Delhi,3.7,70,increasing,C
SKU0667,14.4,85,1262,2,150,80,medium,none,Delhi,4.3,60,decreasing,B
SKU0668,7,150,1274,3,30,30,low,none,Banglore,4,60,decreasing,B
SKU0669,15.9,80,1250,4,90,50,medium,none,Mumbai,4.2,70,stable,C
SKU0670,10.2,120,1248,5,30,50,medium,none,Banglore,4.3,70,stable,A
SKU0671,8.7,135,1371,6,240,110,medium,none,Delhi,4.1,60,decreasing,C
SKU0672,18.7,75,1313,1,30,30,medium,none,Mumbai,4.2,70,decreasing,C
SKU0673,12.7,100,1363,2,180,90,medium,none,Banglore,3.8,60,stable,B
SKU0674,8,145,1224,3,60,60,medium,none,Delhi,4.1,70,decreasing,C
SKU0675,16.1,80,1336,4,30,50,low,none,Mumbai,4,70,decreasing,B
SKU0676,10.4,120,1248,5,210,70,medium,none,Banglore,4.3,60,increasing,A
SKU0677,6.7,155,1260,6,30,60,medium,none,Delhi,4.2,70,decreasing,B
SKU0678,18.4,70,1331,1,90,70,medium,none,Banglore,3.9,70,decreasing,C
SKU0679,11.5,105,1299,2,30,40,medium,none,Mumbai,4.3,70,stable,C
SKU0680,7.3,150,1226,3,150,60,medium,none,Delhi,4.1,70,decreasing,C
SKU0681,15.3,85,1334,4,30,70,medium,none,Banglore,4,60,decreasing,B
SKU0682,10.1,120,1207,5,240,90,medium,none,Mumbai,4.4,80,increasing,A
SKU0683,8.9,135,1268,6,60,60,medium,none,Delhi,4.1,60,decreasing,B
SKU0684,18,70,1314,1,30,30,medium,none,Banglore,4.2,70,decreasing,C
SKU0685,12.1,100,1375,2,180,90,medium,none,Delhi,4.3,60,decreasing,C
SKU0686,7.8,150,1248,3,30,40,medium,none,Mumbai,4,70,stable,B
SKU0687,16.2,80,1336,4,210,70,medium,none,Banglore,4.1,70,stable,A
SKU0688,11.4,105,1302,5,30,40,medium,none,Delhi,4.3,80,decreasing,A
SKU0689,8.1,145,1224,6,150,60,medium,none,Mumbai,3.8,70,decreasing,C
SKU0690,18.2,70,1312,1,30,30,medium,none,Banglore,4,60,increasing,B
SKU0691,10.3,120,1362,2,240,80,medium,none,Delhi,4.3,70,increasing,C
SKU0692,6.5,155,1261,3,30,60,medium,none,Mumbai,4.1,60,decreasing,C
SKU0693,15.4,85,1335,4,210,90,medium,none,Banglore,4.2,70,decreasing,B
SKU0694,10.9,110,1249,5,30,40,medium,none,Delhi,4.1,60,decreasing,B
SKU0695,7.5,145,1246,6,60,60,medium,none,Mumbai,4.2,70,stable,C
SKU0696,17.3,75,1314,1,30,30,medium,none,Banglore,4.3,70,stable,C
SKU0697,11.6,105,1363,2,240,70,medium,none,Delhi,4,70,decreasing,B
SKU0698,8.4,140,1230,3,30,40,medium,none,Mumbai,3.9,70,decreasing,C
SKU0699,16.3,80,1330,4,180,90,medium,none,Banglore,4.1,60,increasing,A
SKU0700,12.2,100,1299,5,30,60,medium,none,Delhi,4.3,70,decreasing,A
SKU0701,6.6,155,1212,6,90,60,medium,none,Banglore,4.2,60,decreasing,C
SKU0702,17.1,75,1323,1,30,40,medium,none,Delhi,4.3,60,decreasing,C
SKU0703,11.8,105,1370,2,240,70,medium,none,Mumbai,4,70,decreasing,B
SKU0704,8.5,140,1238,3,30,30,medium,none,Banglore,4.2,60,decreasing,C
SKU0705,15.8,80,1324,4,180,80,medium,none,Delhi,4,70,decreasing,B
SKU0706,10,110,1300,5,30,40,medium,none,Mumbai,4.1,70,decreasing,C
SKU0707,6.8,150,1236,6,60,60,medium,none,Banglore,4.3,70,decreasing,C
SKU0708,18.9,75,1363,1,30,30,medium,none,Banglore,3.8,70,stable,B
SKU0709,12.6,100,1330,2,210,70,medium,none,Mumbai,4.3,60,increasing,A
SKU0710,7.9,145,1218,3,30,40,medium,none,Delhi,4.1,70,decreasing,B
SKU0711,16.7,80,1331,4,240,80,medium,none,Banglore,4.3,70,decreasing,C
SKU0712,11.3,105,1294,5,30,40,medium,none,Mumbai,4,60,decreasing,C
SKU0713,8.3,140,1226,6,180,70,medium,none,Delhi,4.2,70,stable,B
SKU0714,18.1,75,1336,1,30,30,medium,none,Delhi,4.1,70,stable,A
SKU0715,12.4,100,1287,2,210,60,medium,none,Banglore,4,60,decreasing,B
SKU0716,6.4,155,1258,3,30,50,medium,none,Mumbai,4.3,70,decreasing,A
SKU0717,15.5,80,1302,4,180,70,medium,none,Delhi,4.2,70,decreasing,A
SKU0718,10.8,110,1249,5,30,40,medium,none,Banglore,4.1,60,decreasing,C
SKU0719,7.6,145,1216,6,210,80,medium,none,Mumbai,4.2,70,stable,C
SKU0720,16.8,80,1321,1,30,30,medium,none,Delhi,4.3,70,decreasing,C
SKU0721,11.1,105,1334,2,180,70,medium,none,Banglore,4,70,decreasing,C
SKU0722,7.3,140,1202,3,60,40,medium,none,Mumbai,3.9,70,stable,C
SKU0723,17.9,75,1356,1,30,30,medium,none,Delhi,4.2,70,decreasing,C
SKU0724,11.7,100,1300,2,210,70,medium,none,Delhi,4,60,decreasing,B
SKU0725,8.6,135,1227,3,30,40,medium,none,Banglore,4.1,70,decreasing,C
SKU0726,16.5,80,1305,4,180,70,medium,none,Mumbai,4.2,70,decreasing,B
SKU0727,10.7,110,1274,5,30,50,medium,none,Delhi,4.3,60,decreasing,A
SKU0728,6.5,155,1250,6,60,60,medium,none,Banglore,4.1,70,stable,A
SKU0729,18.6,75,1343,1,30,30,medium,none,Mumbai,4,70,decreasing,B
SKU0730,12,100,1310,2,180,70,medium,none,Delhi,4.1,60,decreasing,C
SKU0731,7.1,145,1216,3,30,40,medium,none,Delhi,4.3,70,stable,C
SKU0732,15.7,80,1338,4,60,60,medium,none,Banglore,4.2,60,decreasing,B
SKU0733,11.4,105,1240,5,210,80,medium,none,Mumbai,4,70,decreasing,A
SKU0734,9.2,130,1284,6,30,50,medium,none,Delhi,3.9,70,stable,C
SKU0735,19.3,70,1346,1,180,70,medium,none,Banglore,4.1,70,decreasing,B
SKU0736,13.1,95,1300,2,60,40,medium,none,Mumbai,4.2,60,decreasing,A
SKU0737,7.9,140,1246,3,30,40,medium,none,Delhi,4.3,70,increasing,A
SKU0738,15.9,80,1332,4,210,80,medium,none,Banglore,3.9,70,stable,C
SKU0739,10.3,115,1210,5,30,50,medium,none,Delhi,4.1,60,decreasing,C
SKU0740,6.3,155,1270,6,180,70,medium,none,Mumbai,4.2,70,decreasing,B
SKU0741,16.4,80,1337,1,30,30,medium,none,Banglore,4,60,decreasing,C
SKU0742,11.9,100,1324,2,210,80,medium,none,Delhi,4.3,70,decreasing,C
SKU0743,8.7,130,1222,3,30,40,medium,none,Mumbai,4.1,70,decreasing,C
SKU0744,18.1,75,1357,4,60,50,medium,none,Banglore,4.2,60,decreasing,B
SKU0745,12.5,95,1306,5,180,70,medium,none,Delhi,4,70,increasing,A
SKU0746,7.8,140,1245,6,30,40,medium,none,Mumbai,3.9,60,decreasing,A
SKU0747,15.2,85,1321,1,210,80,medium,none,Banglore,4.2,70,decreasing,C
SKU0748,10.2,115,1296,2,30,50,medium,none,Delhi,4.3,70,decreasing,C
SKU0749,6.2,160,1260,3,180,70,medium,none,Mumbai,4.1,70,decreasing,B
SKU0750,16.6,80,1333,4,60,60,medium,none,Banglore,4,70,decreasing,C
SKU0751,11.5,100,1328,5,210,80,medium,none,Delhi,4.2,60,stable,B
SKU0752,8.4,130,1214,6,30,40,medium,none,Mumbai,4.3,70,decreasing,A
SKU0753,18.8,75,1349,1,180,70,medium,none,Banglore,3.9,70,decreasing,C
SKU0754,12.9,95,1292,2,30,40,medium,none,Delhi,4,60,increasing,C
SKU0755,6.9,140,1242,3,210,70,medium,none,Mumbai,4.2,70,decreasing,B
SKU0756,15.4,85,1320,4,60,40,medium,none,Banglore,4.3,70,decreasing,C
SKU0757,10.1,115,1300,5,30,50,medium,none,Delhi,4.1,60,decreasing,A
SKU0758,8.2,130,1212,6,180,80,medium,none,Mumbai,4.2,70,decreasing,A
SKU0759,16.2,80,1339,1,210,70,medium,none,Banglore,4,60,decreasing,C
SKU0760,11,100,1290,2,30,40,medium,none,Delhi,4.3,70,decreasing,C
SKU0761,7.7,140,1250,3,60,50,medium,none,Mumbai,4.1,70,stable,B
SKU0762,17,75,1354,4,180,80,medium,none,Banglore,3.9,70,decreasing,A
SKU0763,13,95,1288,5,30,40,medium,none,Delhi,4.2,70,decreasing,B
SKU0764,6.6,155,1278,6,210,70,medium,none,Delhi,4,60,decreasing,C
SKU0765,15.3,85,1317,1,60,40,medium,none,Banglore,4.1,70,decreasing,C
SKU0766,10.5,115,1299,2,180,70,medium,none,Mumbai,4.2,60,decreasing,A
SKU0767,8,130,1241,3,30,50,medium,none,Mumbai,4.3,70,stable,B
SKU0768,18,75,1345,4,210,80,medium,none,Banglore,4,70,decreasing,C
SKU0769,12.8,100,1295,5,60,40,medium,none,Delhi,3.9,70,decreasing,C
SKU0770,7.5,140,1246,6,180,80,medium,none,Banglore,4.2,60,increasing,A
SKU0771,16.9,80,1322,1,30,40,medium,none,Mumbai,4,70,decreasing,A
SKU0772,11.2,105,1305,2,210,70,medium,none,Delhi,4.3,70,decreasing,C
SKU0773,8.8,130,1213,3,60,50,medium,none,Delhi,4.1,70,decreasing,C
SKU0774,18.4,75,1338,4,30,40,medium,none,Mumbai,4.2,60,decreasing,B
SKU0775,12.2,95,1298,5,180,80,medium,none,Banglore,4.3,70,stable,C
SKU0776,7,140,1244,6,210,70,medium,none,Delhi,4,70,decreasing,C
SKU0777,16.1,80,1335,1,30,50,medium,none,Mumbai,3.9,70,decreasing,A
SKU0778,10.9,110,1302,2,180,60,medium,none,Banglore,4.2,60,decreasing,B
SKU0779,6.1,155,1256,3,60,40,medium,none,Delhi,4.1,70,decreasing,C
SKU0780,18.5,75,1341,4,210,80,medium,none,Delhi,4.3,70,increasing,B
SKU0781,12.7,100,1294,5,30,50,medium,none,Mumbai,4,70,stable,A
SKU0782,7.4,140,1248,6,180,70,medium,none,Banglore,4.1,60,decreasing,C
SKU0783,16,80,1331,1,60,50,medium,none,Delhi,4.2,70,decreasing,C
SKU0784,10.8,115,1301,2,210,80,medium,none,Mumbai,4.3,70,decreasing,B
SKU0785,8.3,130,1211,3,30,40,medium,none,Banglore,3.9,70,decreasing,A
SKU0786,18.2,75,1347,4,60,40,medium,none,Delhi,4,60,decreasing,A
SKU0787,12.3,95,1299,5,180,80,medium,none,Delhi,4.1,70,decreasing,C
SKU0788,7.6,140,1243,6,30,40,medium,none,Banglore,4.2,60,decreasing,C
SKU0789,16.7,80,1336,1,210,70,medium,none,Mumbai,4.3,70,decreasing,B
SKU0790,11.3,100,1307,2,60,50,medium,none,Banglore,4,70,increasing,A
SKU0791,8.5,130,1217,3,180,70,medium,none,Delhi,3.9,70,stable,B
SKU0792,18.7,75,1342,4,30,40,medium,none,Delhi,4.2,60,decreasing,A
SKU0793,12.1,95,1293,5,210,80,medium,none,Banglore,4.3,70,decreasing,C
SKU0794,6.7,155,1263,6,30,40,medium,none,Delhi,4,60,decreasing,C
SKU0795,15.5,85,1330,1,180,80,medium,none,Banglore,4.1,70,decreasing,A
SKU0796,10,115,1300,2,60,60,medium,none,Mumbai,4.2,70,decreasing,A
SKU0797,7.3,140,1247,3,210,70,medium,none,Delhi,4.3,70,decreasing,C
SKU0798,17.8,75,1335,4,30,40,medium,none,Delhi,3.9,60,decreasing,B
SKU0799,12.4,95,1295,5,180,70,medium,none,Mumbai,4,70,decreasing,C
SKU0800,7.2,140,1244,6,60,50,medium,none,Banglore,4.1,60,decreasing,C
SKU0801,18,80,1440,4,150,100,medium,none,Delhi,4,100,decreasing,C
SKU0802,11.1,110,1221,2,120,60,medium,none,Mumbai,4.2,80,decreasing,A
SKU0803,7.5,140,1050,1,30,40,medium,none,Banglore,4.1,70,decreasing,B
SKU0804,17.5,85,1488,5,180,110,medium,none,Delhi,4.3,90,decreasing,C
SKU0805,10,115,1150,6,60,70,medium,none,Mumbai,4,60,increasing,A
SKU0806,8.1,130,1053,3,150,70,medium,none,Banglore,4.1,70,decreasing,A
SKU0807,12.2,100,1222,4,30,50,medium,none,Delhi,4.3,70,decreasing,C
SKU0808,6.3,160,1008,1,90,50,medium,none,Delhi,4,60,decreasing,C
SKU0809,16.3,80,1304,2,180,100,medium,none,Mumbai,4.2,70,decreasing,B
SKU0810,9.4,120,1128,3,60,60,medium,none,Banglore,4.1,70,decreasing,C
SKU0811,7.2,140,1044,4,90,40,medium,none,Delhi,4,60,increasing,B
SKU0812,13,95,1235,5,30,40,medium,none,Mumbai,4.3,70,decreasing,C
SKU0813,5.6,180,1008,6,150,80,medium,none,Banglore,4.2,70,decreasing,C
SKU0814,19,75,1425,1,90,50,medium,none,Delhi,4.1,70,decreasing,A
SKU0815,10.8,115,1242,2,150,70,medium,none,Mumbai,4,70,stable,A
SKU0816,7.1,140,1049,3,30,40,medium,none,Banglore,4.3,60,decreasing,C
SKU0817,17.8,85,1506,4,180,110,medium,none,Delhi,4,70,increasing,C
SKU0818,11.6,105,1217,5,60,70,medium,none,Mumbai,4.1,70,decreasing,B
SKU0819,8.3,130,1079,6,180,60,medium,none,Banglore,4.2,70,decreasing,C
SKU0820,12.5,100,1250,1,30,50,medium,none,Delhi,4.3,70,decreasing,C
SKU0821,5.4,180,972,2,60,70,medium,none,Mumbai,4,70,decreasing,B
SKU0822,16.4,80,1312,3,180,100,medium,none,Banglore,4.1,60,decreasing,A
SKU0823,9.1,120,1092,4,30,40,medium,none,Delhi,4,70,decreasing,C
SKU0824,6.9,140,965,5,180,70,medium,none,Delhi,4.2,70,decreasing,C
SKU0825,15.8,85,1343,2,180,80,medium,none,Mumbai,4.3,60,decreasing,A
SKU0826,10.3,120,1236,1,30,50,medium,none,Banglore,4,70,decreasing,B
SKU0827,7.1,190,1349,5,365,140,medium,none,Delhi,4.1,70,increasing,C
SKU0828,14.4,90,1296,6,240,170,medium,none,Mumbai,4.2,70,decreasing,A
SKU0829,9.2,130,1196,3,90,90,medium,none,Banglore,4.3,70,stable,B
SKU0830,19.1,70,1337,4,240,130,medium,none,Delhi,4,60,increasing,C
SKU0831,12.8,100,1280,2,180,70,medium,none,Delhi,4.1,60,decreasing,C
SKU0832,6,180,1080,1,30,40,medium,none,Banglore,4.2,60,decreasing,B
SKU0833,14.5,90,1305,6,240,150,medium,none,Mumbai,4,60,decreasing,A
SKU0834,10.3,115,1184,5,150,100,medium,none,Delhi,4.1,60,decreasing,C
SKU0835,8.2,130,1066,4,30,40,medium,none,Delhi,4.3,60,decreasing,B
SKU0836,17.6,75,1320,3,210,80,medium,none,Mumbai,4,60,increasing,C
SKU0837,13.2,100,1320,2,60,60,medium,none,Banglore,4.1,60,decreasing,C
SKU0838,7.4,140,1058,1,150,60,medium,none,Delhi,4.2,60,decreasing,A
SKU0839,18.9,70,1323,6,30,40,medium,none,Delhi,4,60,decreasing,A
SKU0840,11,115,1265,5,210,70,medium,none,Mumbai,4.3,60,decreasing,C
SKU0841,6.8,140,957,4,30,40,medium,none,Delhi,4.1,60,decreasing,C
SKU0842,16.2,80,1296,3,150,80,medium,none,Banglore,4.2,60,decreasing,B
SKU0843,9.6,120,1152,2,60,70,medium,none,Mumbai,4,60,decreasing,C
SKU0844,8.3,130,1079,1,30,40,medium,none,Banglore,4.3,60,decreasing,C
SKU0845,17.2,75,1290,6,210,80,medium,none,Delhi,4.1,60,decreasing,A
SKU0846,13.5,95,1282,5,30,40,medium,none,Delhi,4,60,increasing,B
SKU0847,7.3,140,1021,4,210,70,medium,none,Mumbai,4.2,60,decreasing,C
SKU0848,15.7,85,1334,3,150,100,medium,none,Banglore,4.3,60,decreasing,C
SKU0849,10.1,115,1156,2,30,40,medium,none,Delhi,4,60,decreasing,A
SKU0850,8.4,130,1092,1,210,80,medium,none,Delhi,4.1,60,decreasing,B
SKU0851,16,80,1360,6,60,70,medium,none,Mumbai,4.2,60,decreasing,C
SKU0852,12.8,100,1280,5,210,90,medium,none,Banglore,4.3,60,decreasing,A
SKU0853,6,180,1080,4,30,40,medium,none,Delhi,4,60,decreasing,B
SKU0854,16,80,1440,3,210,100,medium,none,Delhi,4.1,60,decreasing,C
SKU0855,11.2,115,1288,2,30,40,medium,none,Mumbai,4.2,60,decreasing,C
SKU0856,7.4,140,1036,1,210,80,medium,none,Banglore,4.3,60,decreasing,B
SKU0857,18.2,75,1365,6,30,40,medium,none,Delhi,4,60,decreasing,C
SKU0858,10.8,115,1242,5,210,70,medium,none,Delhi,4.1,60,decreasing,A
SKU0859,8.1,130,1067,4,30,40,medium,none,Mumbai,4.2,60,decreasing,C
SKU0860,16.8,80,1344,3,210,100,medium,none,Delhi,4.3,60,decreasing,C
SKU0861,12.6,100,1260,2,30,40,medium,none,Banglore,4,60,decreasing,B
SKU0862,6.2,140,868,1,210,70,medium,none,Delhi,4.1,60,decreasing,C
SKU0863,14.9,85,1266,6,30,40,medium,none,Delhi,4.2,60,decreasing,C
SKU0864,10.4,115,1196,5,210,80,medium,none,Mumbai,4.3,60,decreasing,B
SKU0865,7.9,130,1027,4,30,40,medium,none,Banglore,4,60,decreasing,C
SKU0866,18.6,75,1395,3,210,100,medium,none,Delhi,4.1,60,decreasing,C
SKU0867,13.8,95,1311,2,30,40,medium,none,Mumbai,4.2,60,decreasing,A
SKU0868,6.8,140,952,1,210,80,medium,none,Banglore,4.3,60,decreasing,C
SKU0869,15.5,85,1317,6,30,40,medium,none,Delhi,4,60,decreasing,C
SKU0870,10.2,115,1173,5,210,90,medium,none,Delhi,4.1,60,decreasing,A
SKU0871,7.5,130,975,4,30,40,medium,none,Mumbai,4.2,60,decreasing,C
SKU0872,19.2,75,1440,3,210,100,medium,none,Banglore,4.3,60,decreasing,C
SKU0873,11,115,1265,2,30,40,medium,none,Delhi,4,60,decreasing,B
SKU0874,6.4,140,896,1,210,70,medium,none,Delhi,4.1,60,decreasing,C
SKU0875,17.9,80,1432,6,30,40,medium,none,Mumbai,4.2,60,decreasing,A
SKU0876,12.7,100,1270,5,210,80,medium,none,Delhi,4.3,60,decreasing,C
SKU0877,6.1,140,854,4,30,40,medium,none,Banglore,4,60,decreasing,C
SKU0878,16.3,85,1388,3,210,100,medium,none,Delhi,4.1,60,decreasing,B
SKU0879,10.6,115,1220,2,30,40,medium,none,Mumbai,4.2,60,decreasing,C
SKU0880,7.8,130,1014,1,210,80,medium,none,Delhi,4.3,60,decreasing,C
SKU0881,17.5,80,1400,6,30,40,medium,none,Mumbai,4,60,decreasing,A
SKU0882,12,100,1200,5,210,90,medium,none,Banglore,4.1,60,decreasing,C
SKU0883,6,140,840,4,30,40,medium,none,Delhi,4.2,60,decreasing,C
SKU0884,16.5,85,1402,3,210,100,medium,none,Delhi,4.3,60,decreasing,B
SKU0885,11.4,115,1311,2,30,40,medium,none,Mumbai,4,60,decreasing,C
SKU0886,7.7,130,1001,1,210,80,medium,none,Banglore,4.1,60,decreasing,C
SKU0887,18.3,75,1372,6,30,40,medium,none,Delhi,4.2,60,decreasing,A
SKU0888,10.9,115,1254,5,210,90,medium,none,Delhi,4.3,60,decreasing,C
SKU0889,6.3,140,882,4,30,40,medium,none,Mumbai,4,60,decreasing,C
SKU0890,17.1,80,1368,3,210,100,medium,none,Delhi,4.1,60,decreasing,B
SKU0891,11.8,100,1180,2,30,40,medium,none,Delhi,4.2,60,decreasing,C
SKU0892,6.4,140,896,1,210,80,medium,none,Banglore,4.3,60,decreasing,C
SKU0893,15.4,85,1309,6,30,40,medium,none,Delhi,4,60,decreasing,B
SKU0894,10,115,1150,5,210,90,medium,none,Mumbai,4.1,60,decreasing,C
SKU0895,7.6,130,988,4,30,40,medium,none,Delhi,4.2,60,decreasing,C
SKU0896,16.9,80,1352,3,210,100,medium,none,Banglore,4.3,60,decreasing,A
SKU0897,12.4,100,1240,2,30,40,medium,none,Delhi,4,60,decreasing,C
SKU0898,6.1,140,854,1,210,80,medium,none,Delhi,4.1,60,decreasing,C
SKU0899,17.3,75,1297,6,30,40,medium,none,Mumbai,4.2,60,decreasing,B
SKU0900,11.3,115,1299,5,210,90,medium,none,Delhi,4.3,60,decreasing,C
SKU0901,15.61,124,1934.64,4,118,153,high,none,Mumbai,3.6,128,stable,A
SKU0902,19.87,98,1948.38,5,257,96,low,none,Delhi,4.3,146,stable,A
SKU0903,17.32,165,2857.8,2,365,189,medium,none,Mumbai,4.4,170,stable,B
SKU0904,12.75,145,1848.75,3,85,123,low,none,Delhi,4.1,160,increasing,C
SKU0905,6.44,200,1288,1,30,42,low,none,Banglore,4.4,150,decreasing,B
SKU0906,10.01,176,1761.76,4,118,176,medium,none,Mumbai,3.9,144,increasing,B
SKU0907,9.81,150,1471.5,2,85,73,medium,none,Delhi,4,100,decreasing,A
SKU0908,18.92,79,1495.68,1,30,67,high,none,Banglore,3.7,55,increasing,C
SKU0909,15.73,168,2638.64,6,180,163,medium,none,Mumbai,4.1,174,increasing,C
SKU0910,11.29,168,1898.32,4,118,149,medium,none,Delhi,4.3,150,increasing,C
SKU0911,8.5,192,1632,5,365,99,low,none,Banglore,3.6,99,decreasing,B
SKU0912,19.27,102,1966.54,2,30,138,high,none,Mumbai,4.2,133,increasing,A
SKU0913,17.46,153,2671.38,1,90,129,high,none,Delhi,3.8,112,decreasing,C
SKU0914,13.09,137,1793.33,3,365,94,medium,none,Banglore,4.5,89,increasing,A
SKU0915,6.34,129,818.86,4,365,86,medium,none,Mumbai,4.3,74,decreasing,B
SKU0916,9.86,188,1855.68,2,365,126,medium,none,Delhi,4.2,133,increasing,B
SKU0917,14.65,126,1845.9,1,30,62,high,none,Banglore,3.7,57,decreasing,C
SKU0918,19.36,178,3440.48,5,90,152,low,none,Mumbai,3.9,123,increasing,C
SKU0919,10.19,114,1162.66,6,30,49,high,none,Delhi,4.1,94,decreasing,A
SKU0920,9.62,96,923.52,3,90,88,high,none,Banglore,4,82,decreasing,C
SKU0921,12.57,130,1634.1,2,30,124,high,none,Mumbai,4.4,112,decreasing,C
SKU0922,13.04,93,1209.72,1,30,97,high,none,Delhi,3.8,77,decreasing,B
SKU0923,18.45,99,1826.55,4,365,133,high,none,Banglore,4.5,144,decreasing,C
SKU0924,14.86,161,2397.46,6,180,157,low,none,Mumbai,3.7,108,decreasing,C
SKU0925,9.58,115,1102.7,5,365,63,high,none,Delhi,3.9,83,decreasing,A
SKU0926,11.76,116,1364.16,3,90,99,high,none,Banglore,4.1,74,decreasing,C
SKU0927,7.13,191,1364.83,2,365,116,high,none,Mumbai,4.4,89,decreasing,C
SKU0928,18.65,178,3317.7,1,30,130,low,none,Delhi,4.3,132,decreasing,A
SKU0929,13.51,74,998.74,4,90,54,medium,none,Banglore,3.7,62,decreasing,B
SKU0930,7.24,200,1448,6,30,56,medium,none,Mumbai,4,54,decreasing,C
SKU0931,8.06,82,661.32,5,365,51,low,none,Delhi,4.2,43,decreasing,C
SKU0932,19.46,166,3228.36,2,365,136,low,none,Banglore,3.8,59,decreasing,A
SKU0933,17.22,100,1722,1,30,102,low,none,Mumbai,3.6,73,decreasing,C
SKU0934,12.93,170,2198.1,4,90,159,low,none,Delhi,3.9,107,decreasing,C
SKU0935,6.45,97,625.65,3,365,54,medium,none,Banglore,4.4,54,decreasing,B
SKU0936,10.97,84,919.08,5,90,66,low,none,Mumbai,4.1,39,decreasing,C
SKU0937,14.83,98,1455.34,6,365,75,low,none,Delhi,4.3,32,decreasing,C
SKU0938,9.13,77,702.01,2,30,46,medium,none,Banglore,3.7,27,decreasing,A
SKU0939,15.02,89,1335.78,1,365,52,medium,none,Mumbai,4.2,21,decreasing,C
SKU0940,16.68,84,1402.72,4,365,98,high,none,Delhi,4.4,12,decreasing,A
SKU0941,11.97,186,2225.02,5,90,123,high,none,Banglore,3.9,8,decreasing,C
SKU0942,8.17,154,1257.18,3,30,48,medium,none,Mumbai,4.5,6,decreasing,C
SKU0943,12.62,160,2019.2,2,90,109,medium,none,Delhi,3.8,5,decreasing,B
SKU0944,7.35,108,794.8,1,30,36,low,none,Banglore,4.3,4,decreasing,C
SKU0945,19.84,130,2579.2,6,365,183,low,none,Mumbai,4.1,3,decreasing,C
SKU0946,15.04,110,1654.4,5,90,114,high,none,Delhi,4,2,decreasing,A
SKU0947,18.03,189,3414.27,4,30,197,low,none,Banglore,3.7,1,decreasing,C
SKU0948,9.41,191,1799.81,2,365,182,medium,none,Mumbai,,decreasing,C,
SKU0949,10.97,193,2119.21,1,30,193,,none,Delhi,4,,C,
SKU0950,14.79,179,2652.91,,30,,low,none,Banglore,4.4,140,,B
SKU0951,,175,,4,180,180,low,none,Delhi,4.1,,increasing,C
SKU0952,12.68,,191,,90,134,,none,Banglore,4,110,increasing,A
SKU0953,,144,2739.36,2,365,124,medium,none,Mumbai,,90,increasing,A
SKU0954,15.37,,1561.2,,240,189,,seasonal,Delhi,,140,decreasing,B
SKU0955,9.72,98,,3,,112,medium,seasonal,Banglore,4.3,120,,B
SKU0956,,200,2264,6,180,157,medium,,Mumbai,4.1,,decreasing,C
SKU0957,7.21,105,,1,30,44,medium,none,Delhi,4,75,decreasing,C
SKU0958,,90,1926.6,5,365,,medium,seasonal,Mumbai,4.5,50,decreasing,A
SKU0959,18.93,,1354.14,4,90,83,medium,,Banglore,3.6,,decreasing,C
SKU0960,,135,1594.5,2,30,,low,none,Delhi,4.2,160,,A
SKU0961,13.72,,1325.44,1,30,84,medium,none,Mumbai,,44,increasing,C
SKU0962,6.89,103,,4,,43,high,none,Banglore,4.4,85,increasing,A
SKU0963,,174,2242.28,,180,196,low,,Delhi,3.8,,increasing,C
SKU0964,18.42,,1182.12,3,90,86,,none,Mumbai,4.3,,decreasing,B
